"","variable","numDF","denDF","F-value","p-value","feature","omic","virus","level","coefficient","p.adj"
"2828","trajectory_group",1,3168,0.947298013557738,0.330482327326222,"CD4+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.0172061019495708,0.526706209176166
"2829","sex",1,3168,0.0636221576981211,0.800876306132648,"CD4+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.89141873397717
"2830","discretized_admit_age_quantile",4,3168,8.62313391717932,6.41582062144153e-07,"CD4+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,2.04504282308449e-06
"2831","virus_positive",1,3168,0.094191656349134,0.758934641985172,"CD4+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.0892145450963036,0.900131784680088
"2832","event_type",11,3168,1.23284187141916,0.258809548629427,"CD4+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.293317488446684
"2833","(Intercept)",1,3168,0.788285827866373,0.374686358571389,"CD4+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.29675739119899,0.626862557789866
"2834","trajectory_group",1,3168,0.574706062786871,0.448451277978098,"CD4+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.0134646043805236,0.644347286148281
"2835","sex",1,3168,2.22547452650726,0.135850510736316,"CD4+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.223496001533939
"2836","discretized_admit_age_quantile",4,3168,7.09279438668114,1.10793796628261e-05,"CD4+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,2.9739387516007e-05
"2837","virus_positive",1,3168,0.824808422165395,0.363847116637704,"CD4+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.264848568927207,0.822351045528761
"2838","event_type",11,3168,0.62067781824117,0.812694980593343,"CD4+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.845866204291031
"2839","(Intercept)",1,3168,5.54839369836349,0.0185582903966379,"CD4+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.720575655001183,0.108632111742615
"2840","trajectory_group",1,3168,12.3862144681989,0.000438604059790126,"CD4+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.0562963756781211,0.00156399033867496
"2841","sex",1,3168,0.0167110406711687,0.897151273162756,"CD4+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.897151273162756
"2842","discretized_admit_age_quantile",4,3168,7.4461936888292,5.75327103913281e-06,"CD4+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,1.63009346108763e-05
"2843","virus_positive",1,3168,0.748589360249204,0.386988727307652,"CD4+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.224318452210965,0.822351045528761
"2844","event_type",11,3168,37.7519676699099,0,"CD4+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2845","(Intercept)",1,3168,2.12102373203585,0.145388497779941,"CD4+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.470830129424175,0.353086351751285
"2846","trajectory_group",1,3168,13.7147499379171,0.000216405794853158,"CD4+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.0636967898737735,0.000848976579808544
"2847","sex",1,3168,32.0414120231783,1.64382988332434e-08,"CD4+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,1.39725540082569e-07
"2848","discretized_admit_age_quantile",4,3168,11.0144055555599,7.16899828390183e-09,"CD4+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,3.04682427065828e-08
"2849","virus_positive",1,3168,3.88250460598263,0.0488786698661015,"CD4+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.553376611146423,0.232031923851761
"2850","event_type",11,3168,3.84471005751731,1.57413989398947e-05,"CD4+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,2.76831498598148e-05
"2851","(Intercept)",1,3168,0.118272385030573,0.730938656861811,"CD4+ Treg (CD39hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.111518891537459,0.847224352271644
"2852","trajectory_group",1,3168,4.33356641377415,0.0374479668824168,"CD4+ Treg (CD39hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.0355948647302414,0.0830367961305764
"2853","sex",1,3168,5.25040635680112,0.0220069867885189,"CD4+ Treg (CD39hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.0510161966461119
"2854","discretized_admit_age_quantile",4,3168,8.366735580654,1.03598148104567e-06,"CD4+ Treg (CD39hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,3.107944443137e-06
"2855","virus_positive",1,3168,4.87301006385997,0.0273513008274138,"CD4+ Treg (CD39hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.612602204355371,0.204280926775503
"2856","event_type",11,3168,3.00012783864224,0.000550798741426051,"CD4+ Treg (CD39hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.000826198112139076
"2857","(Intercept)",1,3168,0.196330971195236,0.657729077907966,"CD4+ Treg (CD39low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.146860845827841,0.83026252023412
"2858","trajectory_group",1,3168,2.33431134494414,0.126650776281563,"CD4+ Treg (CD39low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.0269120072876631,0.239229244087396
"2859","sex",1,3168,1.90023020391495,0.168149888672532,"CD4+ Treg (CD39low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.252224833008798
"2860","discretized_admit_age_quantile",4,3168,0.480113998784687,0.750381831970954,"CD4+ Treg (CD39low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.772314124644457
"2861","virus_positive",1,3168,1.38477615819103,0.2393776749541,"CD4+ Treg (CD39low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.340259769160122,0.67266159135003
"2862","event_type",11,3168,5.38030749953396,1.60115437575215e-08,"CD4+ Treg (CD39low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,3.14072589089844e-08
"2863","(Intercept)",1,3168,0.135021837756938,0.713305556462165,"CD4+ Treg (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.117951469044726,0.846013566966754
"2864","trajectory_group",1,3168,0.00782438422382289,0.929520203207112,"CD4+ Treg (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.00150003541810512,0.929520203207112
"2865","sex",1,3168,35.1800331991727,3.33003724595216e-09,"CD4+ Treg (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,3.3966379908712e-08
"2866","discretized_admit_age_quantile",4,3168,2.56257749186708,0.0366193094484647,"CD4+ Treg (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.0533595651963343
"2867","virus_positive",1,3168,0.250614593661883,0.616677431323553,"CD4+ Treg (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.140665376614063,0.841482560883482
"2868","event_type",11,3168,26.1505139089728,0,"CD4+ Treg (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2869","(Intercept)",1,3168,0.184615107288057,0.667465947639195,"CD8+ NKT Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.140245176832707,0.83026252023412
"2870","trajectory_group",1,3168,26.2677724370295,3.15024013763932e-07,"CD8+ NKT Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.0890010862582141,1.46056588199641e-06
"2871","sex",1,3168,1.22681543454723,0.26811134310573,"CD8+ NKT Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.359833644694533
"2872","discretized_admit_age_quantile",4,3168,2.66562242757308,0.030818966314037,"CD8+ NKT Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.047629311576239
"2873","virus_positive",1,3168,1.4237481359179e-05,0.996989619841464,"CD8+ NKT Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.00107186883396962,0.996989619841464
"2874","event_type",11,3168,3.79145483417818,1.98211300355133e-05,"CD8+ NKT Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,3.28707915737119e-05
"2875","(Intercept)",1,3168,7.27161236631033,0.00704235727635982,"CD8+ T Cell (CD161+ MAIT)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.808074831461825,0.0691810571350031
"2876","trajectory_group",1,3168,45.1105031852612,2.19868567796766e-11,"CD8+ T Cell (CD161+ MAIT)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.105529793536737,1.40166211970438e-10
"2877","sex",1,3168,8.87538109661647,0.00291236438003528,"CD8+ T Cell (CD161+ MAIT)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.00873709314010584
"2878","discretized_admit_age_quantile",4,3168,82.4397200623885,0,"CD8+ T Cell (CD161+ MAIT)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2879","virus_positive",1,3168,1.86191838566298,0.172500468504215,"CD8+ T Cell (CD161+ MAIT)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.358560709614859,0.538796801977407
"2880","event_type",11,3168,11.5861967770911,0,"CD8+ T Cell (CD161+ MAIT)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2881","(Intercept)",1,3168,0.139670401001907,0.708633906299476,"CD8+ T Cell (CM)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.119037278474824,0.846013566966754
"2882","trajectory_group",1,3168,17.5517805172129,2.87220509219699e-05,"CD8+ T Cell (CM)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.070791084954927,0.000122068716418372
"2883","sex",1,3168,0.992266347115014,0.319265166791256,"CD8+ T Cell (CM)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.407063087658851
"2884","discretized_admit_age_quantile",4,3168,5.02979429577196,0.000485544784601388,"CD8+ T Cell (CM)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.000952414769795031
"2885","virus_positive",1,3168,4.53580612922732,0.033269693618609,"CD8+ T Cell (CM)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.592694553789605,0.207873492199383
"2886","event_type",11,3168,15.968540393022,0,"CD8+ T Cell (CM)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2887","(Intercept)",1,3168,0.234203069132164,0.628458128760184,"CD8+ T Cell (EM CD27hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.149743186211052,0.821829860686395
"2888","trajectory_group",1,3168,45.7296516847121,1.60996771469968e-11,"CD8+ T Cell (EM CD27hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.111294274286024,1.17297647785262e-10
"2889","sex",1,3168,15.5419652667925,8.24389413729421e-05,"CD8+ T Cell (EM CD27hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.000467154001113338
"2890","discretized_admit_age_quantile",4,3168,6.29337530574205,4.84372863482907e-05,"CD8+ T Cell (EM CD27hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.000123515080188141
"2891","virus_positive",1,3168,0.381977261883578,0.536591361197225,"CD8+ T Cell (EM CD27hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.165926386041052,0.829277558213893
"2892","event_type",11,3168,30.1777248486933,0,"CD8+ T Cell (EM CD27hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2893","(Intercept)",1,3168,2.62158366303259,0.105518720031494,"CD8+ T Cell (EM CD27low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.540244993997439,0.298969706755901
"2894","trajectory_group",1,3168,0.133131287966038,0.715231606234854,"CD8+ T Cell (EM CD27low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.00646778168043897,0.792974172129947
"2895","sex",1,3168,3.1303908313048,0.0769415070872908,"CD8+ T Cell (EM CD27low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.13531092625696
"2896","discretized_admit_age_quantile",4,3168,0.492419859854424,0.741334101779049,"CD8+ T Cell (EM CD27low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.772314124644457
"2897","virus_positive",1,3168,1.80173608169593,0.179598933992469,"CD8+ T Cell (EM CD27low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.390867605409663,0.538796801977407
"2898","event_type",11,3168,1.25611114286154,0.243871964826338,"CD8+ T Cell (EM CD27low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.282669777412346
"2899","(Intercept)",1,3168,0.00297954635241865,0.956472355028405,"CD8+ T Cell (EM CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.0175076301877498,0.956472355028405
"2900","trajectory_group",1,3168,0.258511446899622,0.611180062447971,"CD8+ T Cell (EM CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.00867451518010261,0.724887981042943
"2901","sex",1,3168,13.5014609614846,0.000242324791737136,"CD8+ T Cell (EM CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.0012358564378594
"2902","discretized_admit_age_quantile",4,3168,3.27428981563281,0.0109184749345075,"CD8+ T Cell (EM CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.0192014559193063
"2903","virus_positive",1,3168,0.685993390978526,0.407592920189117,"CD8+ T Cell (EM CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.230554410906355,0.829277558213893
"2904","event_type",11,3168,14.9557983790689,0,"CD8+ T Cell (EM CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2905","(Intercept)",1,3168,3.98096103958145,0.0461028097057212,"CD8+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.646237126963159,0.156749552999452
"2906","trajectory_group",1,3168,1.33102392821601,0.248710171712768,"CD8+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.019877646764533,0.422807291911706
"2907","sex",1,3168,0.0615846412761796,0.804024740449996,"CD8+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.89141873397717
"2908","discretized_admit_age_quantile",4,3168,6.09819128387198,6.93175844022065e-05,"CD8+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.000168342704976787
"2909","virus_positive",1,3168,0.0265700895299748,0.870526199904063,"CD8+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.0459742179361075,0.917039369280014
"2910","event_type",11,3168,16.4636807289778,0,"CD8+ T Cell (EMRA CD57hi)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2911","(Intercept)",1,3168,2.34835977222713,0.125514754615181,"CD8+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.491496215721037,0.336908025546011
"2912","trajectory_group",1,3168,2.34224475201885,0.126007844950811,"CD8+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.026093239541726,0.239229244087396
"2913","sex",1,3168,25.9541945557999,3.70080873501877e-07,"CD8+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,2.35926556857446e-06
"2914","discretized_admit_age_quantile",4,3168,13.1223681006034,1.33002497904045e-10,"CD8+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,6.78312739310627e-10
"2915","virus_positive",1,3168,0.146236670931889,0.7021836410266,"CD8+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.106241986051963,0.872509267215337
"2916","event_type",11,3168,12.8404869244113,0,"CD8+ T Cell (EMRA CD57low)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2917","(Intercept)",1,3168,7.06552343359106,0.00789762770779912,"CD8+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.854371725626081,0.0691810571350031
"2918","trajectory_group",1,3168,0.0877151690384028,0.767121604304528,"CD8+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.00505246424395083,0.815066704573561
"2919","sex",1,3168,2.0938778679092,0.147989196866468,"CD8+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.235857782505933
"2920","discretized_admit_age_quantile",4,3168,4.06422381324325,0.00273718960527791,"CD8+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.00498559535247048
"2921","virus_positive",1,3168,6.73347020559316,0.0095056706735428,"CD8+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.72849557411346,0.121197301087671
"2922","event_type",11,3168,24.9071142493758,0,"CD8+ T Cell (activated)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2923","(Intercept)",1,3168,42.7143904101401,7.35465022216886e-11,"CD8+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",1.6947946824445,3.75087161330612e-09
"2924","trajectory_group",1,3168,50.0578461839208,1.82964754458226e-12,"CD8+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.0975864382316664,1.55520041289492e-11
"2925","sex",1,3168,83.5110366836386,0,"CD8+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2926","discretized_admit_age_quantile",4,3168,336.312249930944,0,"CD8+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0
"2927","virus_positive",1,3168,3.54613189538797,0.0597759730133587,"CD8+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.425385242854609,0.254047885306774
"2928","event_type",11,3168,1.72403320625876,0.0622764500489313,"CD8+ T Cell (naive)","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.0756214036308452
"2929","(Intercept)",1,3168,5.72374648485305,0.0167949108520929,"Conventional DC","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.779604006255496,0.108632111742615
"2930","trajectory_group",1,3168,2.09628083147794,0.147756875625469,"Conventional DC","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.025100601927458,0.269128594889247
"2931","sex",1,3168,4.15716801058022,0.0415415123199524,"Conventional DC","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.0814852741660605
"2932","discretized_admit_age_quantile",4,3168,0.94777586694048,0.435166942903693,"Conventional DC","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.493189201957519
"2933","virus_positive",1,3168,0.16689780476861,0.682911284135205,"Conventional DC","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.115634088570801,0.870711887272387
"2934","event_type",11,3168,3.75693600591068,2.30054772879518e-05,"Conventional DC","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,3.66649794276731e-05
"2935","(Intercept)",1,3168,2.21400209739722,0.136862995328129,"Hematopoetic progenitor Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.486307546199973,0.349000638086729
"2936","trajectory_group",1,3168,27.6822333595892,1.52481713255881e-07,"Hematopoetic progenitor Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",0.0914724110780815,7.77656737604993e-07
"2937","sex",1,3168,4.2559549157812,0.0391942661054524,"Hematopoetic progenitor Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.0799563028551229
"2938","discretized_admit_age_quantile",4,3168,3.02018859101766,0.0168991465540156,"Hematopoetic progenitor Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,0.0278018217501547
"2939","virus_positive",1,3168,0.129921915216957,0.718537043589101,"Hematopoetic progenitor Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",-0.10259012601127,0.872509267215337
"2940","event_type",11,3168,7.84439935413786,1.40998324127395e-13,"Hematopoetic progenitor Cell","CyTOF","Human betaherpesvirus 5 (CMV).ea","child",NA,2.87636581219886e-13
